gene	magma_rank	magma_p	magma_fdr	magma_status	in_MAGMA_top50	in_MAGMA_top100	in_MAGMA_Bonferroni	in_MAGMA_FDR05	in_MAGMA_suggestive	snRNA_support_status	snRNA_support_basis	twas_fdr_supported	twas_model_type	twas_p	twas_fdr	twas_proxy_status	spatial_status	bulk_status_if_available	existing_group	repaired_reporting_group	group_change	allowed_interpretation	not_allowed_interpretation	notes
LOC101927855	70	3.6834e-07	9.1116792e-05	top100	FALSE	TRUE	TRUE	TRUE	TRUE	not_assessed	No candidate-level snRNA summary available.	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
PKN1	71	4.6612e-07	0.00011368075943662	top100	FALSE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.183	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
DNAJB11	72	4.7752e-07	0.00011484356	top100	FALSE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Injured_undifferentiated_epithelial; benchmark_percentile=0.617	TRUE	one_snp_proxy	7.7209942023165e-07	0.000383669070236777	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
TBCCD1	73	4.9137e-07	0.000116555656438356	top100	FALSE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.183	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
BAG6	75	6.8111e-07	0.0001572546768	top100	FALSE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.183	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
HLA-DQB2	77	9.477e-07	0.00021040938	top100	FALSE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.183	FALSE	not_fdr_supported	0.189600015877255	0.727575022663752	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
LAYN	78	9.4779e-07	0.00021040938	top100	FALSE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.183	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
VPS13B	79	9.8176e-07	0.000215191850126582	top100	FALSE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.426	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
F12	80	1.0272e-06	0.00022233744	top100	FALSE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=review_flagged; top_celltype=Collecting_duct_principal; benchmark_percentile=0.113	TRUE	one_snp_proxy	1.89400049684174e-05	0.00594417103298279	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
ATP6V1G2	81	1.1882e-06	0.000254010755555556	top100	FALSE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.426	FALSE	not_fdr_supported	0.3237999902727	0.819162150220141	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
PRRC2A	83	1.2476e-06	0.000260282428915663	top100	FALSE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.183	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
LOC101929578	84	1.3083e-06	0.0002696967	top100	FALSE	TRUE	TRUE	TRUE	TRUE	not_assessed	No candidate-level snRNA summary available.	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
SNX17	85	1.3535e-06	0.000275731835294118	top100	FALSE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.183	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
TNXB	87	1.6356e-06	0.0003255408	top100	FALSE	TRUE	TRUE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.426	TRUE	one_snp_proxy	0.000144800002325924	0.0253953651138083	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
RFTN2	88	1.666e-06	0.000327823363636364	top100	FALSE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Fibroblast_stromal; benchmark_percentile=0.437	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
ACP4	94	2.7396e-06	0.000504669293617021	top100	FALSE	TRUE	TRUE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Fibroblast_stromal; benchmark_percentile=0.437	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
TNFAIP8L3	96	3.2224e-06	0.0005812404	top100	FALSE	TRUE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.426	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
STAP2	97	3.2665e-06	0.000583120762886598	top100	FALSE	TRUE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.426	FALSE	not_fdr_supported	0.0702100063180065	0.5774651967921	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
SLC17A3	98	3.4084e-06	0.000602243412244898	top100	FALSE	TRUE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Injured_undifferentiated_epithelial; benchmark_percentile=0.617	FALSE	not_fdr_supported	0.970099999201302	0.994959779199273	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
ITIH3	99	3.8642e-06	0.000675883709090909	top100	FALSE	TRUE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Fibroblast_stromal; benchmark_percentile=0.437	TRUE	one_snp_proxy	1.85099981717257e-07	0.0001379688988725	weak_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
PPP2R1B	101	4.216e-06	0.000722814415841584	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Fibroblast_stromal; benchmark_percentile=0.437	FALSE	not_fdr_supported	0.430499998631161	0.863282031196997	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
CHST6	103	4.4994e-06	0.000756423401941748	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=review_flagged; top_celltype=Collecting_duct_principal; benchmark_percentile=0.228	FALSE	not_fdr_supported	0.260999998375612	0.786031813289784	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
TFAP2D	104	4.7675e-06	0.00079378875	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	not_assessed	No candidate-level snRNA summary available.	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
ALAS1	106	5.1595e-06	0.000842848132075472	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.098	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
CRYGS	108	6.0968e-06	0.000977520266666667	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.098	FALSE	not_fdr_supported	0.870199999524241	0.973063332886259	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
MIPOL1	111	7.4324e-06	0.00115503904285714	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.192	FALSE	not_fdr_supported	0.0303700002482477	0.429420882082891	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
TLR9	112	7.4708e-06	0.00115503904285714	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Fibroblast_stromal; benchmark_percentile=0.199	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
WNT3	113	7.6224e-06	0.00116804848141593	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.192	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
CYP24A1	115	8.0505e-06	0.00121219528695652	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Injured_undifferentiated_epithelial; benchmark_percentile=0.161	FALSE	not_fdr_supported	0.00780600214238993	0.244607261678218	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
ARL17B	116	8.469e-06	0.00126421727586207	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.192	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
NSF	119	9.4109e-06	0.00136940457478992	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.192	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
CREBRF	120	1.0033e-05	0.0014477619	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.192	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
ATF6B	121	1.0531e-05	0.00150706442975207	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.098	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
KLK1	122	1.0846e-05	0.00153942078688525	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=review_flagged; top_celltype=Collecting_duct_principal; benchmark_percentile=0.228	FALSE	not_fdr_supported	0.859400005315662	0.973046544959145	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
HS6ST3	123	1.1158e-05	0.00157082868292683	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.192	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
SFTA2	124	1.2598e-05	0.00175924974193548	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Injured_undifferentiated_epithelial; benchmark_percentile=0.161	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
NDUFAB1	127	1.6199e-05	0.0022086762519685	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.192	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
NFKBIL1	128	1.688e-05	0.0022835475	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.098	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
LIME1	130	1.8162e-05	0.0024191784	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=review_flagged; top_celltype=Collecting_duct_principal; benchmark_percentile=0.228	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
GXYLT1	131	1.976e-05	0.00261194015267176	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=exploratory_low_abundance; top_celltype=Perivascular_mural_like; benchmark_percentile=0.192	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
SLC41A1	135	2.3492e-05	0.00301324053333333	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	no_context_support	Existing candidate table: scrna_evidence_class=not_supported; top_celltype=Endothelial; benchmark_percentile=0.098	TRUE	multi_snp_proxy	2.20988731299287e-05	0.00627502764160785	stronger_proxy_annotation_only	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
INPPL1	136	2.4598e-05	0.00313190417647059	fdr05	FALSE	FALSE	FALSE	TRUE	TRUE	partial_context_support	Existing candidate table: scrna_evidence_class=review_flagged; top_celltype=Collecting_duct_principal; benchmark_percentile=0.228	FALSE	not_tested_or_not_in_model	NA	NA	no_positive_twas_evidence	supplementary_context_only	pending_not_repaired_in_phase4_step2	Tier3_context	R4	Tier3_context_to_R4	Genetic-priority candidate requiring additional context follow-up.	Causal gene validation; papilla-specific regulatory inference; therapeutic target validity; spatial validation; TWAS-driven priority by one-SNP models.	Reporting group is not a causal tier; TWAS and spatial layers cannot upgrade priority beyond MAGMA + snRNA evidence.
