source_component	source_path	gene_id	gene_symbol	gene_name	chr	start	stop	n_snps	nparam	n	zstat	p	fdr	rank	bonferroni_significant	suggestive	gene_set	n_genes	TAL_percentile	top_celltype	top_celltype_percentile	evidence_class	locus_balanced_TAL_percentile_full	locus_balanced_TAL_percentile_conservative	leave_one_locus_out_min_TAL_percentile	interpretation
gene_results	results/tables/magma_genes.tsv	127064	OR2T12	olfactory receptor family 2 subfamily T member 12	1	248457918	248458880	2	1	886007	-0.58253	0.71989	0.913305303972492	13647	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	84666	RETNLB	resistin like beta	3	108474486	108476130	4	2	975370	-0.58273	0.71996	0.913305303972492	13648	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	311	ANXA11	annexin A11	10	81914880	81965433	102	8	943830	-0.58299	0.72005	0.913305303972492	13649	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	79086	SMIM7	small integral membrane protein 7	19	16741562	16770968	32	7	941859	-0.58314	0.7201	0.913305303972492	13650	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	375033	PEAR1	platelet endothelial aggregation receptor 1	1	156863496	156886226	51	5	949340	-0.58326	0.72014	0.913305303972492	13651	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6570	SLC18A1	solute carrier family 18 member A1	8	20002366	20040717	132	17	959897	-0.5835	0.72022	0.913305303972492	13652	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2996	GYPE	glycophorin E (MNS blood group)	4	144792019	144826716	46	5	959829	-0.58358	0.72025	0.913305303972492	13653	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55246	CCDC25	coiled-coil domain containing 25	8	27590833	27630170	86	5	967057	-0.58361	0.72026	0.913305303972492	13654	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10362	HMG20B	high mobility group 20B	19	3572936	3579081	2	1	796644	-0.58389	0.72035	0.913305303972492	13655	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10606	PAICS	phosphoribosylaminoimidazole carboxylase and phosphoribosylaminoimidazolesuccinocarboxamide synthase	4	57276682	57327534	87	10	965098	-0.58407	0.72041	0.913305303972492	13656	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	814	CAMK4	calcium/calmodulin dependent protein kinase IV	5	110559947	110830584	467	27	929996	-0.58416	0.72044	0.913305303972492	13657	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	22807	IKZF2	IKAROS family zinc finger 2	2	213864408	214016379	283	20	953723	-0.58443	0.72053	0.913305303972492	13658	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	23020	SNRNP200	small nuclear ribonucleoprotein U5 subunit 200	2	96940074	96971307	17	4	975370	-0.58455	0.72057	0.913305303972492	13659	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9922	IQSEC1	IQ motif and Sec7 domain ArfGEF 1	3	12938542	13114652	315	42	960461	-0.58453	0.72057	0.913305303972492	13660	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6344	SCTR	secretin receptor	2	120197419	120282028	149	15	956864	-0.58481	0.72066	0.913305303972492	13661	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55908	ANGPTL8	angiopoietin like 8	19	11350295	11352619	2	1	886007	-0.58495	0.72071	0.913305303972492	13662	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	283742	FAM98B	family with sequence similarity 98 member B	15	38746328	38777063	40	8	951764	-0.58519	0.72079	0.913305303972492	13663	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	245930	DEFB116	defensin beta 116	20	29891015	29896388	4	2	930689	-0.58544	0.72087	0.913305303972492	13664	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3038	HAS3	hyaluronan synthase 3	16	69139467	69152622	10	4	949853	-0.58544	0.72087	0.913305303972492	13665	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51586	MED15	mediator complex subunit 15	22	20861849	20941919	118	9	929931	-0.58548	0.72089	0.913305303972492	13666	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1373	CPS1	carbamoyl-phosphate synthase 1	2	211342406	211543831	280	17	958320	-0.5855	0.7209	0.913305303972492	13667	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	56341	PRMT8	protein arginine methyltransferase 8	12	3490515	3703139	308	51	950254	-0.58564	0.72094	0.913305303972492	13668	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	442038	SULT1C3	sulfotransferase family 1C member 3	2	108863651	108881807	37	8	956048	-0.58567	0.72095	0.913305303972492	13669	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	100129697	LOC100129697	uncharacterized LOC100129697	16	89006056	89017932	9	3	955512	-0.58613	0.72111	0.913307318570489	13670	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	85509	MBD3L1	methyl-CpG binding domain protein 3 like 1	19	8943074	8954016	13	3	961622	-0.58627	0.72115	0.913307318570489	13671	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	168374	ZNF92	zinc finger protein 92	7	64838752	64866049	62	5	955191	-0.58641	0.7212	0.913307318570489	13672	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	63934	ZNF667	zinc finger protein 667	19	56950693	56988770	53	6	945020	-0.58657	0.72125	0.913307318570489	13673	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	29926	GMPPA	GDP-mannose pyrophosphorylase A	2	220363587	220371718	5	2	903880	-0.58679	0.72133	0.913307318570489	13674	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8721	EDF1	endothelial differentiation related factor 1	9	139756566	139760788	1	1	975370	-0.58701	0.7214	0.913307318570489	13675	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8431	NR0B2	nuclear receptor subfamily 0 group B member 2	1	27237975	27240567	3	2	975370	-0.58728	0.72149	0.913307318570489	13676	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	254013	ETFBKMT	electron transfer flavoprotein subunit beta lysine methyltransferase	12	31800094	31822016	41	12	934273	-0.58739	0.72153	0.913307318570489	13677	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55119	PRPF38B	pre-mRNA processing factor 38B	1	109234932	109244425	2	1	886007	-0.58756	0.72158	0.913307318570489	13678	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	147184	KRT10-AS1	KRT10 antisense RNA 1	17	38975344	38992526	33	7	910379	-0.58772	0.72164	0.913307318570489	13679	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1644	DDC	dopa decarboxylase	7	50526134	50633154	342	18	959321	-0.58776	0.72165	0.913307318570489	13680	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	27043	PELP1	proline, glutamate and leucine rich protein 1	17	4574679	4607712	24	2	930689	-0.58777	0.72166	0.913307318570489	13681	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	122042	RXFP2	relaxin family peptide receptor 2	13	32313679	32377009	141	13	956357	-0.58784	0.72168	0.913307318570489	13682	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5333	PLCD1	phospholipase C delta 1	3	38048987	38071154	28	5	945300	-0.58788	0.72169	0.913307318570489	13683	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6431	SRSF6	serine and arginine rich splicing factor 6	20	42086504	42092245	4	2	975370	-0.58809	0.72176	0.913317502008619	13684	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	79751	SLC25A22	solute carrier family 25 member 22	11	790475	798269	6	2	945582	-0.58852	0.72191	0.913317502008619	13685	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	57017	COQ9	coenzyme Q9	16	57481337	57495187	24	6	948812	-0.58879	0.722	0.913317502008619	13686	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10278	EFS	embryonal Fyn-associated substrate	14	23825609	23834842	10	2	957497	-0.58902	0.72207	0.913317502008619	13687	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	100191040	C2CD4D	C2 calcium dependent domain containing 4D	1	151810339	151813033	2	1	886007	-0.58906	0.72209	0.913317502008619	13688	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	100271849	MEF2B	myocyte enhancer factor 2B	19	19256376	19281098	65	7	958872	-0.58907	0.72209	0.913317502008619	13689	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55763	EXOC1	exocyst complex component 1	4	56719802	56771244	78	13	943332	-0.58908	0.7221	0.913317502008619	13690	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6238	RRBP1	ribosome binding protein 1	20	17594323	17662934	91	15	948158	-0.58914	0.72212	0.913317502008619	13691	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	144348	ZNF664	zinc finger protein 664	12	124457699	124499986	36	3	953388	-0.58991	0.72237	0.913511604000876	13692	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	92211	CDHR1	cadherin related family member 1	10	85954391	85979377	53	8	957067	-0.59006	0.72242	0.913511604000876	13693	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	64960	MRPS15	mitochondrial ribosomal protein S15	1	36921362	36930040	27	6	968751	-0.59031	0.72251	0.913511604000876	13694	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	84940	CORO6	coronin 6	17	27941774	27949926	7	2	975370	-0.59042	0.72255	0.913511604000876	13695	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	85413	SLC22A16	solute carrier family 22 member 16	6	110745890	110797844	144	21	963497	-0.59055	0.72259	0.913511604000876	13696	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9699	RIMS2	regulating synaptic membrane exocytosis 2	8	104512426	105266656	1349	32	957496	-0.59056	0.72259	0.913511604000876	13697	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	123879	DCUN1D3	defective in cullin neddylation 1 domain containing 3	16	20866219	20911561	46	5	952058	-0.59073	0.72265	0.913520762155059	13698	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	91664	ZNF845	zinc finger protein 845	19	53837002	53858122	73	13	950887	-0.59135	0.72286	0.913600954465849	13699	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	100506650	LINC02876	long intergenic non-protein coding RNA 2876	17	51062879	51065012	2	1	975370	-0.59145	0.72289	0.913600954465849	13700	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55954	ZMAT5	zinc finger matrin-type 5	22	30126945	30163000	80	7	953352	-0.59155	0.72292	0.913600954465849	13701	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	22908	SACM1L	SAC1 like phosphatidylinositide phosphatase	3	45730754	45786901	141	5	963962	-0.59162	0.72295	0.913600954465849	13702	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	84034	EMILIN2	elastin microfibril interfacer 2	18	2846786	2914090	107	27	913568	-0.59176	0.72299	0.913600954465849	13703	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	100885850	PTGES3L-AARSD1	PTGES3L-AARSD1 readthrough	17	41102543	41132545	13	2	947874	-0.59187	0.72303	0.913600954465849	13704	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55885	LMO3	LIM domain only 3	12	16701306	16761148	30	8	943034	-0.59211	0.72311	0.913628391332896	13705	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55102	ATG2B	autophagy related 2B	14	96747595	96829678	116	9	969207	-0.5923	0.72318	0.913628391332896	13706	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	24148	PRPF6	pre-mRNA processing factor 6	20	62612417	62664453	46	4	932631	-0.59242	0.72321	0.913628391332896	13707	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6617	SNAPC1	small nuclear RNA activating complex polypeptide 1	14	62229075	62263146	83	6	953837	-0.59261	0.72328	0.913650166326233	13708	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7305	TYROBP	transmembrane immune signaling adaptor TYROBP	19	36395303	36399211	14	3	937072	-0.59296	0.7234	0.913735093734043	13709	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	126068	ZNF441	zinc finger protein 441	19	11877815	11894893	64	4	961407	-0.59318	0.72347	0.913756857768053	13710	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	84916	UTP4	UTP4 small subunit processome component	16	69166499	69202937	28	5	962604	-0.59379	0.72368	0.913939288214702	13711	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	388403	YPEL2	yippee like 2	17	57409053	57479095	96	11	958614	-0.59392	0.72372	0.913939288214702	13712	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	26056	RAB11FIP5	RAB11 family interacting protein 5	2	73300510	73340146	50	3	964646	-0.59413	0.72379	0.91394557248014	13713	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	11251	PTGDR2	prostaglandin D2 receptor 2	11	60618398	60623444	13	3	947874	-0.59444	0.72389	0.91394557248014	13714	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	728361	OVOL3	ovo like zinc finger 3	19	36602105	36604613	1	1	975370	-0.59507	0.7241	0.91394557248014	13715	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	81566	CSRNP2	cysteine and serine rich nuclear protein 2	12	51454988	51477454	37	8	949152	-0.59507	0.7241	0.91394557248014	13716	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1063	CENPF	centromere protein F	1	214776522	214837914	131	11	953352	-0.59509	0.72411	0.91394557248014	13717	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	919	CD247	CD247 molecule	1	167399877	167487847	165	33	942874	-0.59514	0.72412	0.91394557248014	13718	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	23288	IQCE	IQ motif containing E	7	2598617	2654368	177	19	925460	-0.59531	0.72418	0.91394557248014	13719	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	405754	ERVFRD-1	endogenous retrovirus group FRD member 1, envelope	6	11102722	11112071	24	4	945582	-0.5953	0.72418	0.91394557248014	13720	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	64582	GPR135	G protein-coupled receptor 135	14	59930240	59932059	2	1	975370	-0.59535	0.7242	0.91394557248014	13721	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	56975	FAM20C	FAM20C golgi associated secretory pathway kinase	7	192969	300740	125	25	915318	-0.59561	0.72428	0.913979921294272	13722	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1129	CHRM2	cholinergic receptor muscarinic 2	7	136553399	136703720	252	15	959464	-0.59622	0.72449	0.914178302120527	13723	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1101	CHAD	chondroadherin	17	48541853	48547242	8	3	943474	-0.59667	0.72463	0.914288332847566	13724	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51230	PHF20	PHD finger protein 20	20	34359923	34538292	156	6	954258	-0.59699	0.72474	0.914360498360656	13725	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9550	ATP6V1G1	ATPase H+ transporting V1 subunit G1	9	117349994	117361152	16	5	930689	-0.59732	0.72485	0.914364500764693	13726	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	254778	VXN	vexin	8	67405491	67430759	27	4	929034	-0.59748	0.72491	0.914364500764693	13727	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	25847	ANAPC13	anaphase promoting complex subunit 13	3	134196546	134204865	10	2	975370	-0.59751	0.72492	0.914364500764693	13728	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	339145	CIBAR2	CBY1 interacting BAR domain containing 2	16	85131964	85146114	58	9	911104	-0.5978	0.72501	0.914364500764693	13729	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	131890	GRK7	G protein-coupled receptor kinase 7	3	141497043	141535892	68	10	962228	-0.59784	0.72503	0.914364500764693	13730	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	118924	FRA10AC1	FRA10A associated CGG repeat 1	10	95427640	95462329	70	6	962604	-0.59794	0.72506	0.914364500764693	13731	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7980	TFPI2	tissue factor pathway inhibitor 2	7	93514709	93520303	11	2	959122	-0.59843	0.72523	0.914483518532003	13732	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	5228	PGF	placental growth factor	14	75408533	75422467	9	4	935653	-0.59853	0.72526	0.914483518532003	13733	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9973	CCS	copper chaperone for superoxide dismutase	11	66360630	66373490	6	2	945582	-0.5988	0.72535	0.914530406290957	13734	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	22870	PPP6R1	protein phosphatase 6 regulatory subunit 1	19	55741147	55770038	34	8	943830	-0.59939	0.72554	0.914595396374754	13735	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	430	ASCL2	achaete-scute family bHLH transcription factor 2	11	2289728	2292182	3	2	975370	-0.5994	0.72555	0.914595396374754	13736	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10863	ADAM28	ADAM metallopeptidase domain 28	8	24151553	24212726	156	7	966370	-0.59943	0.72556	0.914595396374754	13737	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3746	KCNC1	potassium voltage-gated channel subfamily C member 1	11	17757495	17804602	48	8	930689	-0.59967	0.72564	0.914629657883244	13738	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	170622	COMMD6	COMM domain containing 6	13	76099350	76111991	17	4	933317	-0.59998	0.72574	0.914660358078603	13739	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	127074	OR2T4	olfactory receptor family 2 subfamily T member 4	1	248524883	248525929	6	1	886007	-0.60008	0.72577	0.914660358078603	13740	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10738	RFPL3	ret finger protein like 3	22	32750872	32757148	35	5	960789	-0.60035	0.72586	0.914707209082308	13741	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8480	RAE1	ribonucleic acid export 1	20	55926145	55953519	21	4	966859	-0.60075	0.726	0.914813490504257	13742	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	100129128	KHDC1L	KH domain containing 1 like	6	73933267	73935175	3	1	915795	-0.60092	0.72605	0.914813490504257	13743	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55863	TMEM126B	transmembrane protein 126B	11	85339617	85347583	7	2	949838	-0.60122	0.72615	0.914872919091967	13744	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	117	ADCYAP1R1	ADCYAP receptor type I	7	31092076	31151093	114	25	940879	-0.60148	0.72624	0.914919740996726	13745	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6139	RPL17	ribosomal protein L17	18	47014851	47018935	9	3	935653	-0.60217	0.72647	0.915114133992871	13746	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51282	SCAND1	SCAN domain containing 1	20	34541539	34543281	1	1	975370	-0.60226	0.7265	0.915114133992871	13747	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	118461	C10orf71	chromosome 10 open reading frame 71	10	50505118	50535537	65	10	953373	-0.603	0.72674	0.915346253545712	13748	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6641	SNTB1	syntrophin beta 1	8	121547985	121825599	534	35	946540	-0.60314	0.72679	0.915346253545712	13749	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9744	ACAP1	ArfGAP with coiled-coil, ankyrin repeat and PH domains 1	17	7239848	7254797	9	3	955512	-0.60338	0.72687	0.915351639880736	13750	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	80763	SPX	spexin hormone	12	21679256	21684210	7	3	949838	-0.60346	0.7269	0.915351639880736	13751	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	164045	HFM1	helicase for meiosis 1	1	91726323	91870426	204	13	954723	-0.6039	0.72705	0.915473952879581	13752	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55510	DDX43	DEAD-box helicase 43	6	74104285	74127289	26	6	958682	-0.6042	0.72714	0.915520703846434	13753	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	23135	KDM6B	lysine demethylase 6B	17	7737521	7758118	17	5	954343	-0.60482	0.72735	0.9155835	13754	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	4599	MX1	MX dynamin like GTPase 1	21	42792520	42831141	163	12	965033	-0.60485	0.72736	0.9155835	13755	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3645	INSRR	insulin receptor related receptor	1	156810665	156828712	9	3	935653	-0.60506	0.72743	0.9155835	13756	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	8601	RGS20	regulator of G protein signaling 20	8	54764368	54871863	93	15	958363	-0.60511	0.72745	0.9155835	13757	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9938	ARHGAP25	Rho GTPase activating protein 25	2	68961913	69053965	275	26	957086	-0.60514	0.72746	0.9155835	13758	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	124274	GPR139	G protein-coupled receptor 139	16	20042981	20085100	121	16	960599	-0.60536	0.72753	0.9155835	13759	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	388960	C2orf78	chromosome 2 open reading frame 78	2	74011316	74044274	5	2	960081	-0.60545	0.72756	0.9155835	13760	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10799	RPP40	ribonuclease P/MRP subunit p40	6	4995280	5004292	24	4	967923	-0.6061	0.72778	0.915793799869196	13761	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	22909	FAN1	FANCD2 and FANCI associated nuclease 1	15	31191703	31235311	68	9	948343	-0.60657	0.72793	0.915912350504977	13762	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	283571	PROX2	prospero homeobox 2	14	75319736	75330562	17	4	964857	-0.60671	0.72798	0.915912350504977	13763	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	7134	TNNC1	troponin C1, slow skeletal and cardiac type	3	52485107	52488057	1	1	975370	-0.60738	0.7282	0.916093765346895	13764	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	93621	MRFAP1	Morf4 family associated protein 1	4	6641818	6644472	3	1	915795	-0.60747	0.72823	0.916093765346895	13765	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	285220	EPHA6	EPH receptor A6	3	96533425	97467786	738	40	954445	-0.60788	0.72836	0.916190742408833	13766	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3177	SLC29A2	solute carrier family 29 member 2	11	66129992	66139961	9	1	947018	-0.60858	0.7286	0.916330676156584	13767	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51490	SPOUT1	SPOUT domain containing methyltransferase 1	9	131581930	131592299	22	3	959122	-0.60865	0.72862	0.916330676156584	13768	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	146556	C16orf89	chromosome 16 open reading frame 89	16	5092925	5116146	33	7	902646	-0.60868	0.72863	0.916330676156584	13769	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	126003	TRAPPC5	trafficking protein particle complex subunit 5	19	7745707	7747748	3	2	915795	-0.60908	0.72877	0.916337476404821	13770	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	140578	CHODL	chondrolectin	21	19400190	19639687	465	58	954122	-0.60925	0.72882	0.916337476404821	13771	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	254263	CNIH2	cornichon family AMPA receptor auxiliary protein 2	11	66045672	66051685	2	1	975370	-0.60932	0.72884	0.916337476404821	13772	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	4968	OGG1	8-oxoguanine DNA glycosylase	3	9791628	9829468	41	6	944856	-0.60945	0.72889	0.916337476404821	13773	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3459	IFNGR1	interferon gamma receptor 1	6	137518621	137540981	16	4	937081	-0.6095	0.7289	0.916337476404821	13774	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	956	ENTPD3	ectonucleoside triphosphate diphosphohydrolase 3	3	40428647	40470110	72	4	965441	-0.60971	0.72897	0.916345289723693	13775	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	55423	SIRPG	signal regulatory protein gamma	20	1609522	1638425	68	9	957352	-0.60988	0.72903	0.916345289723693	13776	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	285955	SPDYE1	speedy/RINGO cell cycle regulator family member E1	7	44038552	44049723	10	2	939625	-0.61065	0.72928	0.916345289723693	13777	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	142679	DUSP19	dual specificity phosphatase 19	2	183943287	183964736	31	6	962207	-0.61066	0.72929	0.916345289723693	13778	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	124923	RSKR	ribosomal protein S6 kinase related	17	26934799	26941377	1	1	975370	-0.6107	0.7293	0.916345289723693	13779	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	3696	ITGB8	integrin subunit beta 8	7	20370345	20455382	200	14	938349	-0.61109	0.72943	0.916345289723693	13780	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1786	DNMT1	DNA methyltransferase 1	19	10244021	10305783	69	6	933926	-0.61116	0.72945	0.916345289723693	13781	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	10715	CERS1	ceramide synthase 1	19	18979361	19007396	39	9	970787	-0.61137	0.72952	0.916345289723693	13782	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	2657	GDF1	growth differentiation factor 1	19	18979361	19006953	39	9	970787	-0.61137	0.72952	0.916345289723693	13783	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	51279	C1RL	complement C1r subcomponent like	12	7246000	7261869	28	5	968987	-0.61158	0.72959	0.916345289723693	13784	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	6870	TACR3	tachykinin receptor 3	4	104510625	104640973	254	16	945215	-0.61164	0.72961	0.916345289723693	13785	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	57447	NDRG2	NDRG family member 2	14	21484922	21539098	107	31	958667	-0.61166	0.72962	0.916345289723693	13786	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	84216	TMEM117	transmembrane protein 117	12	44229853	44783543	663	26	959321	-0.61167	0.72962	0.916345289723693	13787	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	23173	METAP1	methionyl aminopeptidase 1	4	99916788	99983960	69	7	954664	-0.61182	0.72967	0.916345289723693	13788	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	144097	SPINDOC	spindlin interactor and repressor of chromatin binding	11	63580846	63595190	19	3	956557	-0.6119	0.7297	0.916345289723693	13789	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9453	GGPS1	geranylgeranyl diphosphate synthase 1	1	235491753	235507847	20	4	939625	-0.61225	0.72981	0.916364628099173	13790	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	202559	KHDRBS2	KH RNA binding domain containing, signal transduction associated 2	6	62389865	62996100	1012	25	964277	-0.61232	0.72984	0.916364628099173	13791	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	113746	CIMAP1A	ciliary microtubule associated protein 1A	11	196761	200273	10	5	914108	-0.61249	0.72989	0.916364628099173	13792	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	9675	TTI1	TELO2 interacting protein 1	20	36611419	36661870	37	6	951218	-0.61262	0.72994	0.916364628099173	13793	FALSE	FALSE										
gene_results	results/tables/magma_genes.tsv	1486	CTBS	chitobiase	1	85018804	85048039	46	7	967061	-0.61275	0.72998	0.916364628099173	13794	FALSE	FALSE										
